combo_id,exp_name,dataset,drift_detector,sample_selector,memory_manager,anti_forgetting,anomaly_scorer,track,f1,precision,recall,pr_auc
A_dd=cade_ss=random_mm=none_af=lwf_ssf_as=cade_mad,A_dd=cade_ss=random_mm=none_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,cade,random,none,lwf_ssf,cade_mad,A,0.8621797142519777,0.9276131917272219,0.8053692755669284,0.9507487656294488
A_dd=cade_ss=random_mm=none_af=gpm_as=cade_mad,A_dd=cade_ss=random_mm=none_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,cade,random,none,gpm,cade_mad,A,0.8611322421535668,0.9701962952723251,0.7741110032648019,0.9679617787065565
A_dd=none_ss=random_mm=spider_af=gpm_as=none,A_dd=none_ss=random_mm=spider_af=gpm_as=none__unsw-nb15,unsw-nb15,none,random,spider,gpm,none,A,0.8604705243982791,0.7672449543820846,0.9794846907261978,0.9769445934273322
A_dd=ssf_ss=random_mm=ssf_af=none_as=cade_mad,A_dd=ssf_ss=random_mm=ssf_af=none_as=cade_mad__unsw-nb15,unsw-nb15,ssf,random,ssf,none,cade_mad,A,0.8558612367288729,0.9564115836216526,0.7744418953498632,0.9661201942240184
A_dd=none_ss=random_mm=ssf_af=gpm_as=none,A_dd=none_ss=random_mm=ssf_af=gpm_as=none__unsw-nb15,unsw-nb15,none,random,ssf,gpm,none,A,0.854649708491274,0.7578399590513564,0.9798155828112591,0.9707171130013035
A_dd=none_ss=ssf_mm=ssf_af=none_as=none,A_dd=none_ss=ssf_mm=ssf_af=none_as=none__unsw-nb15,unsw-nb15,none,ssf,ssf,none,none,A,0.8383392993255695,0.745039529419835,0.9583517162269478,0.7587322069161012
A_dd=none_ss=random_mm=spider_af=lwf_ssf_as=cade_mad,A_dd=none_ss=random_mm=spider_af=lwf_ssf_as=cade_mad__unsw-nb15,unsw-nb15,none,random,spider,lwf_ssf,cade_mad,A,0.831519857559721,0.9460105784379923,0.7417497573458043,0.9555620247305572
A_dd=none_ss=random_mm=ssf_af=gpm_as=cade_mad,A_dd=none_ss=random_mm=ssf_af=gpm_as=cade_mad__unsw-nb15,unsw-nb15,none,random,ssf,gpm,cade_mad,A,0.8313201876641776,0.8659577010395507,0.7993470396188124,0.9345435585622699
A_dd=none_ss=random_mm=ssf_af=none_as=cade_mad,A_dd=none_ss=random_mm=ssf_af=none_as=cade_mad__unsw-nb15,unsw-nb15,none,random,ssf,none,cade_mad,A,0.8275184275184275,0.9648870214203861,0.7243889526162535,0.9554121250337816
A_dd=cade_ss=ssf_mm=spider_af=gpm_as=none,A_dd=cade_ss=ssf_mm=spider_af=gpm_as=none__unsw-nb15,unsw-nb15,cade,ssf,spider,gpm,none,A,0.8249024215002815,0.7367070167528008,0.9370863848936734,0.7613285258222205
A_dd=cade_ss=ssf_mm=none_af=none_as=none,A_dd=cade_ss=ssf_mm=none_af=none_as=none__unsw-nb15,unsw-nb15,cade,ssf,none,none,none,A,0.8241801737616022,0.7473172307361017,0.9186667254919262,0.8446226963626501
